pit_id,meso,conv,meso_rt,pa,diff,name
berej001,2.9457717813813145,1.089758817791982,-0.24625367815164056,5169,1.8560129635893325,Juan Bautista Berenguer
berej002,0.27279893007036904,-1.3922522284465113,-2.9937630196534863,4987,1.6650511585168803,Jason Phillip Bere
bergs001,-2.100751374137498,-1.2908645391942055,1.10807975917359,3359,-0.8098868349432926,Sean Frederick Bergman
berrj001,1.241576591414342,0.2727419043625409,0.4494982290510415,6607,0.968834687051801,Jose Orlando Berrios
betth101,1.0115285874329916,1.0124417170077553,1.0632034916749513,5911,-0.0009131295747637491,Walter McKinley Betts
bibbj001,0.05940967190579182,0.40796090841802946,1.2764705586520044,7310,-0.3485512365122376,James Blair Bibby
bickv101,-7.168776663751727,-4.007452945098438,-8.601481779487521,4650,-3.1613237186532883,Vernon Edgell Bickford
biebs001,-0.7921491440902051,0.3432178285299212,-2.035097362036283,3574,-1.1353669726201263,Shane Robert Bieber
bielm001,4.024842456301922,2.30520809072928,2.527767025538182,5329,1.719634365572642,Michael Joseph Bielecki
billc001,-1.717694284605682,-2.601785353789765,-4.1174273396729655,5202,0.8840910691840831,Chad Ryan Billingsley
billj101,-2.9116617512161382,-0.8388437454227723,-1.6061451498361121,9487,-2.072818005793366,John Eugene Billingham
birdd101,2.834332179867968,2.0270947657027802,1.9082329716865103,5102,0.8072374141651877,James Douglas Bird
blacb001,-0.19205913523507342,-0.4511513866016259,-1.221969534004174,8627,0.25909225136655245,Harry Ralston Black
blacd101,-2.4616993330457415,-1.156457874162644,-1.3049781089714487,3515,-1.3052414588830976,Donald Paul Black
blace102,-4.2774424431519416,-0.20910872353562207,-0.9466143785661899,5608,-4.068333719616319,Ewell Blackwell
blacn001,-0.8198194493749816,-0.7145222287704792,-1.446107035410605,3552,-0.10529722060450242,Robert Nicholas Blackburn
blaeg101,3.5860068934804037,3.795379393205646,4.8320905579396705,8332,-0.2093724997252422,George Franklin Blaeholder
blaiw001,2.66933136158585,1.918073003832474,1.0038144350172564,5572,0.7512583577533758,William Allen Blair
blaks101,1.738704192796323,0.20557175616838122,2.1740370102636173,7159,1.5331324366279417,John Frederick Blake
blanc101,0.6838410795389865,0.12178259734374415,2.3291658898236585,5171,0.5620584821952423,Darrell Elijah Blanton
blanf102,4.933602194297578,2.140441964717111,3.789257823923576,3456,2.7931602295804665,Frederick James Blanding
blanj001,-2.8381439385797727,-1.2632462798997162,-3.482631567603246,7544,-1.5748976586800565,Joseph Matthew Blanton
blant101,-1.6499916585100975,-2.0264762471160087,-1.3229638765983536,5798,0.37648458860591116,Theodore Blankenship
blass101,0.8299511075673119,-1.443778768298235,0.842315889218955,6780,2.273729875865547,Stephen Robert Blass
blasw101,-3.1588556817271947,-0.7710944837430529,-1.8149791423707624,3763,-2.3877611979841418,Wade Allen Blasingame
bluev001,-5.178828870721837,-2.915767964325493,-6.620728200186041,13838,-2.263060906396344,Vida Rochelle Blue
blylb001,1.257219664537898,1.6656523677257729,3.2227746281752623,20492,-0.40843270318787495,Rik Aalbert Blyleven
boddm001,0.18822592315407732,0.1356245851780308,1.7183410675653517,8999,0.05260133797604652,Michael James Boddicker
boehj101,-2.6040008389229534,0.3684595434216369,2.59408192865273,3909,-2.9724603823445905,John Joseph Boehling
boevj001,0.12923915375650832,0.33255143334706044,-0.831450318403937,3301,-0.20331227959055212,Joseph Martin Boever
bohab001,10.32697010665279,6.485992638968724,10.438527912051544,4993,3.840977467684067,Brian Edward Bohanon
bolab101,1.6545121457260907,0.7867161057196667,2.53599755620321,4459,0.8677960400064241,Bernard Anthony Boland
